,Company,Company Description,Date Victimised,,Number of Clicks,Status,pageurl
333,kyocera-avx.com,"AVX is an international manufacturer and supplier of a vast portfolio of advanced electronic components, USA",10/14/2023 13:33,"26 MAY, 2023 01:33 UTC",18284,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/WhoScqxu84vwbw2764700efcc5c42
334,globalinfovision.com,"Welcome to Global InfoVision. We are a leading provider of various Information Technology solutions and data services. Since 1996, we are actively involved in Software Development Services and IT/BPO solutions including Litigation Support. We offe...",10/14/2023 13:32,"24 MAY, 2023 22:42 UTC",10870,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/1g5jA9c5xWMdz7LG646e957501772
335,joysonsafety.com,"20 terabytes of joysonsafety.com data for sale in one hands at $1 million. To purchase, write tox https://tox.chat/download.html 3085B89A0C515D2FB124D645906F5D3DA5CB97CEBEA975959AE4F95302A04E1D709C3C4AE9B7 Full tree of files for sale http://lockb...",10/14/2023 13:16,"23 MAY, 2023 19:08 UTC",17762,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/7bavfo7yMq8qklQ8646d118db2ac1
336,spectre.dk,"https://www.spectre.lv/ https://www.spectre.dk/ https://arcteryx.com/fr/fr/explore/supply-chain-partners/spectre-garment-technologies-vietnam The company’s owners, Danish brothers Jesper and Jacob Klausen are inventive problem solvers, using las...",10/14/2023 12:59,"23 MAY, 2023 11:29 UTC",17369,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/hEYSvrKn1DZKDQTn646ca37f6e7fb
337,rmc-canada.com,RMC Resources Management Consultants (Alberta) Ltd,10/14/2023 13:55,"22 MAY, 2023 14:37 UTC",18035,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/BhJYFiJG0I8lWD2p646b80857458a
338,diasporacs.org,"Diaspora Community Services is a social support service agency that empowers families and individuals to maximize their abilities to succeed through culturally sensitive health promotion, family support services and advocacy.",10/14/2023 13:03,"21 MAY, 2023 20:44 UTC",16204,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/7DI6xNcYBvBeLWYk646a8527b4bd1
339,abe-brands.de,"PROZESSE EINFACH MACHEN! C Artikel Management Unternehmer wissen: Oft sind es die kleinen Dinge, die am Längsten aufhalten. Kluge Einkäufer vertrauen daher bei Beschaffung und Management sogenannter C-Teile auf die Full Service-Kompetenz der AB...",10/14/2023 13:45,"21 MAY, 2023 12:14 UTC",16260,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/9mHUaBZxSjcmJ0oE646a0d9e3ad6d
340,ebdlab.com,"We welcome all your cases – from single units and simple cases, to full-mouth restorations which may be esthetically or functionally complex. We believe in supporting dentists and dental technicians who strive to be at the top of their profession. It...",10/14/2023 14:17,"21 MAY, 2023 04:48 UTC",16308,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/3RS3hr6Tt7x8txTT6469a4fdc81a0
341,csagh.org,"Founded in 2017, The Christian School Association of Greater Harrisburg is a district of Christian schools that teach children ages K-12. Their main office is based in Harrisburg, Pennsylvania.",10/14/2023 13:01,"19 MAY, 2023 13:13 UTC",15047,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/fOdxNSrqBz4n6l8G646778702d703
342,antea.es,"From 1900 25 years leading the digital transformation of companies from Spain, based on optimization and cybersecurity . Offices in Spain (1997), Mexico (2009) and projection of new openings in Latam .",10/14/2023 13:33,"18 MAY, 2023 21:52 UTC",18946,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/a9LCkXfLYrZLav7w6466a075e05d1
343,metalnet.nl,"Metalnet is a high-level supplier of machining operations. With our divisions for high-precision precision components and cost-effective fine mechanical parts, we are able to produce customer-oriented solutions for the most diverse industrial sectors...",10/14/2023 13:02,"18 MAY, 2023 16:05 UTC",17353,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/XoXhmWN542jQM7uV64664f4444837
344,shoreregional.org,,10/14/2023 13:18,"18 MAY, 2023 16:03 UTC",17001,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/qOXRd3hPoeINuzJ364664ebe10165
345,enovationcontrols.com,"first part of data Enovation Controls operates today as a stand-alone subsidiary of Helios Technologies [NASDAQ: HLIO] (formerly Sun Hydraulics Corp.). With an internationally diverse team of over 300 employees, we serve customers around the world...",10/14/2023 14:25,Not found,16954,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/WrXlGIyEo2SGFap864664dc4b6b24
346,plastictecnic.com,"In the year 1976, Plastictecnic was founded by a group of businessmen as a private company that specializes in plastic injection business. Over the past 43 years, Plastictecnic has grown steadily with the Malaysian economy and has strongly positioned...",10/14/2023 14:15,"17 MAY, 2023 10:36 UTC",17643,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/dElFM9qplr2rD0Mr6464b07f5fb42
347,tec-mex.com.mx,Your negotiator drags out the negotiations. We advise you to change it.,10/14/2023 14:16,"11 MAY, 2023 12:35 UTC",19978,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/X5HjPDYDuSg7Q2Yz645ce36ad3197
348,fabeckarchitectes.lu,"FABECKARCHITECTS is competitive in the fields of architecture, urban planning, rehabilitation and renovation, interior architecture and design.",10/14/2023 13:55,"25 APR, 2023 14:31 UTC",23159,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/kUiamM6x2odVHqHk6447e6988771b
349,ddmontaza.hr,"Constructing and erecting power, petrochemical and industrial plants, bridges and steel structures.",10/14/2023 13:55,"25 APR, 2023 14:47 UTC",23180,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/lVAXbSqUFJ5VjRcn6447ea6d651d4
350,midipapierspeints.fr,"Our family adventure began in 1951 in Toulouse, around a passion, that of painting , wallpaper and wall and floor coverings , and an ambition: to provide quality products to professionals as well as to individuals. . Today, the friendly and family s...",10/14/2023 13:55,"24 APR, 2023 09:22 UTC",21357,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/uwgo4ny1VqktXTRl64464cb884cc3
351,sunray.com.sg,"SUNRAY WOODCRAFT CONSTRUCTION - Singapore's Leading Construction Company Some of our iconic projects include Resorts World Sentosa and Marina Bay Sands, whose prominent structures stand out in Singapore’s city skyline, reflecting the high standard o...",10/14/2023 13:37,"16 MAY, 2023 13:26 UTC",12989,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/DjMemleNVyVrhur8646386cc77fe3
352,chinadailyhk.com,"About China Daily Founded in 1981, China Daily covers over 35 million readers and users worldwide through diversified platforms, including newspapers, websites, and mobiles and social media. The number of China Daily's followers has now reached over...",10/14/2023 13:33,"16 MAY, 2023 00:33 UTC",16427,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/SRq3U7WhRk9JaLZl6462d1b2b9fc0
353,bankbsi.co.id,"Our recommendations to all customers who suffered from the irresponsibility and incompetence of these people: 1. Most importantly, stop using BSI. These people do not know how to protect your money and personal information from criminals. They cou...",10/14/2023 13:52,"15 MAY, 2023 20:18 UTC",60262,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/zcrrG5l18LHHt2Ym64629612ac716
354,norcorp.com,"Founded in 1908, Northern Engraving Corporation is a leading supplier of nameplates and decorative trim to a variety of markets. Value-added services include in-house Design, Engineering, Program Management.",10/14/2023 14:22,"15 MAY, 2023 15:05 UTC",16886,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/hYYByE4a7k5zG08n64624c9a9c9af
355,mundo-r.com,"1 part 3TB of data downloaded. Financials, legal documents, customer, employee, and more. Also, about 100gb of euskaltel.com data was downloaded from this network. These will be published in the next post. R cable Spain is an operator of teleco...",10/14/2023 13:31,"15 MAY, 2023 13:40 UTC",16811,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/j37SABjcVFai6zlQ646208f13a33b
356,tool-temp.net,"Tool-Temp Limited is the sole UK distributor for the highly respected Swiss-made Tool-Temp range of temperature control devices. The company is recognised as a leading technical authority on process temperature control, with a strong track record...",10/14/2023 14:10,"15 MAY, 2023 12:44 UTC",15310,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/303wNM7ZBVhFUepz646156a8d8270
357,pikenursery.com,"We strive to take the guesswork out of gardening by providing our communities with the best horticultural knowledge, the best assortment of quality plants and garden related products that thrive in our climate, and thoughtful customer service. We are...",10/14/2023 14:01,"14 MAY, 2023 21:24 UTC",15084,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/qabaPWLgxS8bcU3j6461540c71b65
358,troteclaser.com,"Trotec Laser makes laser users’ work simpler, faster and more profitable by setting new standards in laser machines.",10/14/2023 13:04,"14 MAY, 2023 21:10 UTC",15475,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/5DTXLjDZR7A3JNkk646150ad61921
359,weberweber.at,72 Jahre Versicherungserfahrung und 56 Jahre Wirtschaftskompetenz stehen Ihnen bei Weber & Weber zur Verfügung. Das geballte Know-how im Dienst unserer Kunden erlaubt uns zu agieren anstatt zu reagieren und somit Ihr Risiko zu minimieren.,10/14/2023 14:15,"12 MAY, 2023 10:13 UTC",19565,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/wnF9gn7vuV0RSGBV645e114e0b582
360,prolinerrescue.com,"Proliner is an independently owned and operated family business. Our staff is comprised of highly experienced, knowledgeable certified technicians. We take the time to know our customers needs. When you deal with us, you're not just a number, you're...",10/14/2023 12:58,"12 MAY, 2023 10:13 UTC",15648,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/RztVcOFShIfvrvle645e10d850d43
361,viseg.com,"We are leaders in the distribution of safety glass products. Company established since 1962, located in the industrial area of Funza. VISEG, has a monthly production capacity of 40,000 M2 tempered and 30,000 M2 laminated. Generating 97 direct jobs,...",10/14/2023 13:55,"11 MAY, 2023 13:25 UTC",16198,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/KTWm9LYAYXTXy09h645cef25c31ab
362,vuteq.mx,"We are a japanese company dedicated to the manufacturing of Door Trims, Consoles, Headliners and automotive interiors in general. Our process capabilities include plastic injection molding, upholstery cutting, sewing, wrapping, painting, automatic a...",10/14/2023 13:34,"11 MAY, 2023 12:51 UTC",17307,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/JykDfD1uuqBYl0WJ645ce746ad9a6
363,goforcloud.com,"At Go For Cloud, you can count on a no-nonsense IT consulting team specialising in cloud solutions and flexible digital workplaces. We help you define your IT strategy and look for solutions that perfectly match your business needs. Our consultants w...",10/14/2023 13:34,"24 APR, 2023 21:19 UTC",25371,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/YC4i3xlTs04WFwF86446f4a1cde00
364,gocontec.com,"first part of data. Contec Holdings provides repair services to satellite, cable & IP based system operators, B2B, B2C, and E-commerce order fulfillment and logistics services, and in or out of warranty repair services for OEMs.",10/14/2023 13:35,"10 MAY, 2023 07:05 UTC",17617,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/JrqwKtlakpd7MSjN645b448fb2678
365,mbwswim.com,"LEADING GLOBAL SWIMWEAR, RESORTWEAR AND LOUNGEWEAR DESIGN AND MANUFACTURING COMPANY Manhattan Beachwear’s design headquarters is based in Orange County, California. We proudly design beautiful swimwear and resortwear. Our brands include: La Blanca,...",10/14/2023 13:12,"09 MAY, 2023 15:42 UTC",17165,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/7TOQ92p64w9vg86j645a661c10f42
366,interfides.de,"interfides Steuerberatungsgesellschaft mbH was established in 1978, and specialises in providing advisory services to foreign clients with a business presence in Germany.",10/14/2023 13:01,"09 MAY, 2023 12:41 UTC",16792,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/rarUCvIFry0jMj1x645a40c85e076
367,hk-finance.pl,"LEADING PROVIDER OF ACCOUNTING, HR & PAYROLL, AND FINANCIAL CONSULTANCY SERVICES",10/14/2023 13:36,"09 MAY, 2023 11:49 UTC",17071,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/wJpRaaqCXe29ZgDT645a35b84bedf
368,namibmills.com,"Namib Mills Ltd, established in 1982, is the largest grain processing company in Namibia. It produces flour, pasta, animal feeds and other products from raw materials including maize, much of which is imported, and local varieties of pearl millet (ma...",10/14/2023 13:08,"07 MAY, 2023 15:12 UTC",17287,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/8DfhYwNSCZpYg3cG6457c22400506
369,layherna.com,"Layher North America is a company that operates in the Construction industry. It employs 251-500 people and has $50M-$100M of revenue. The company is headquartered in Houston, Texas.",10/14/2023 13:03,"04 MAY, 2023 11:31 UTC",19892,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/zF8xm8iRd2soCGhM645399dea1572
370,fullertonindia.com,"Founded in 1994 and headquartered in Mumbai, India, Fullerton India Credit Company Limited provides financial solutions. The Company offers commercial vehicle, home improvement, personal, and property loans. As a result of a successful attack on t...",10/14/2023 14:23,"03 MAY, 2023 18:24 UTC",54663,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/sOw2OiRtk9qCFmy76452a93764500
371,triaflex.at,Welcome to TRIAFLEX We design the ergonomic living space work!,10/14/2023 13:04,"03 MAY, 2023 15:34 UTC",19149,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/7D9EvxNCWygjLd1p6452816227077
372,cydsa.com,"Cydsa, S.A.B. de C.V., together its subsidiaries, engages in the production and marketing of salt, chlorine, caustic soda, and refrigerant gases in Mexico, the United States, Canada, Central and South America, Asia, and Europe.",10/14/2023 13:03,"03 MAY, 2023 01:05 UTC",19564,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/42EyJ9evhDeMWty46451b59d9c393
373,multimedica.it,"The MultiMedica Group First of all there is Ethics. It is not limited to a series of principles to be followed, but constitutes the overall vision of MultiMedica's activities, its mission, its raison d'être. And ethics means putting people and their...",10/14/2023 13:41,"26 APR, 2023 22:34 UTC",58024,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/DvaRp4nVfteoT7Cl6449a95048f88
374,hasenauer-anlagenbau.at,"QUALITY IS THE BEST When it comes to water, heating, cooling, air and climate, we always get to work with fresh wind and full motivation. We offer the highest professional quality at all levels – from planning to implementation. There is no differe...",10/14/2023 13:04,"02 MAY, 2023 21:23 UTC",19090,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/EXbwDjwoFKk6aoHz645181c70d33d
375,cloud51.com,Cloud 51 Data Solutions focuses on delivering proactive and preventative IT support and service solutions to small businesses locally and nationwide. It now serves more than 60 companies that have all been hacked. Each company had all their confiden...,10/14/2023 13:01,"02 MAY, 2023 20:09 UTC",20407,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/UAaMf1xX7pQTBkl66451707431edc
376,tvh.com,"data part #1 TVH is a global player in parts for forklifts, industrial vehicles, construction and agricultural machinery.",10/14/2023 13:08,"28 APR, 2023 23:01 UTC",19914,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/Im3argqOAFHkkVft644c5288050c1
377,baughmanco.com,"In 1930, Clyde Baughman founded Baughman (pronounced BOFF-man) with the goal of creating an honest, reliable company that would make a difference. When Clyde planted the company’s roots in Wichita, he had bigger ambitions than to simply become succes...",10/14/2023 13:52,"28 APR, 2023 13:12 UTC",19982,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/uQSQ9tbSdm32hszZ644bc88feb554
378,stuertz.com,Stürtz designs and manufactures a wide variety of window manufacturing solutions today and looks forward to developing new solutions as our markets continue to mature.,10/14/2023 13:39,"22 APR, 2023 06:05 UTC",23099,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/V5waNdfgxneS8FRc64437b748facd
379,olympia.org,"Please forgive me for allowing the attack on small innocent children, the stolen data has been deleted, to get the decryptor please give me the decryption id. I am very ashamed, but I can not control all partners, anyone can join my affiliate program...",10/14/2023 14:02,"26 APR, 2023 21:40 UTC",20852,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/4hdxnKWtPVLOuZlb64499c8ba0717
