,Company URL,Company Description,Date Victimised ,Number of Clicks,Status,Company_Country,Industry_Type,Personal Identifiable Information (PII),Financial Data,Healthcare Information,Employee and HR Data,Intellectual Property and Trade Secrets,Customer and Client Data,Legal Documents,Government and Defense Information,Educational Data,Credentials and Access Information,Databases,Website Data,Backup Data,Video and Surveillance Footage,Social Media Data,Utility and Infrastructure Data,Sensitive Communication
302,birdair.com,"Birdair is the leading specialty contractor for custom tensile fabric structures throughout the world. With more than 65 years of experience, Birdair has worked with owners, architects, engineers and contractors to design and build custom tensile...","06 JUN, 2023 20:16 UTC",16959,Published,United States,Construction,,,,,,,,,,,,,,,,,
303,mariohernandez.com.co,"Mario Hernández is a Colombian fashion house dedicated to the manufacture of luxury leather accessories based in Bogotá D.C. It is named after its founder, Mario Hernandez","06 JUN, 2023 20:12 UTC",19795,Published,,,,,,,,,,,,,,,,,,,
304,payday.com.pa,"PayDay es una herramienta versátil, realizamos enlaces con programas contables, controles de marcación, ACH, CSS, DGI y mucho más. Contáctenos. SOSACIA\administrator Sp3C1al_K9ac!#pbS0-s4**!## \serverbackup S0S4!{L?aq4W3#g;jn0D3* \\192.1...","06 JUN, 2023 20:10 UTC",19597,Published,United States,Human Resources,,,,,,,,,,,,,,,,,
305,dalvikurbyggd.is,"Dalvíkurbyggð er sveitarfélag, staðsett við Eyjafjörð að vestanverðu. Sveitarfélagið skiptist upp í byggðakjarnana Dalvík, Árskógssand og Hauganes og búset.","06 JUN, 2023 20:08 UTC",19239,Published,,,,,,,,,,,,,,,,,,,
306,ourrelentlesschurch.com,"Relentless Church exists to share the news of Jesus Christ, disciple people, and build the whole person: mind, body & soul.","06 JUN, 2023 16:48 UTC",15938,Published,,,,,,,,,,,,,,,,,,,
307,vcclawservices.com,"Vivien Chan & Co. is a full-service law practice with offices in Hong Kong (1985) and Beijing (1993). We are consistently recognized as a premier law firm for and in Greater China. With over 35 years of doing business in Greater China, our Hong Kong...","06 JUN, 2023 16:31 UTC",16134,Published,中国,Law Practice,,,,,,,,,,,,,,,,,
308,summerweine.at,Josef Summer's Erben Weinkellerei,"06 JUN, 2023 16:26 UTC",15360,Published,Deutschland,Weine und Spirituosen,,,,,,,,,,,,,,,,,
309,baffetmateriaux.fr,Sale of building materials,"06 JUN, 2023 16:15 UTC",14929,Published,France,Wholesale Building Materials,,,,,,,,,,,,,,,,,
310,bintangindokaryagemilang.co.id,A manufacturing company engaged in the production of footwear/shoes with the Adidas brand.,"06 JUN, 2023 13:17 UTC",16509,Published,Indonesia,Spectator Sports,,,,,,,,,,,,,,,,,
311,saragroup.in,Sara Suole Pvt. Ltd. is India’s largest Builtup Sole manufacturer and one of its leading manufacturers of shoes and leather.,"06 JUN, 2023 12:54 UTC",14858,Published,الإمارات العربية المتحدة,Retail,,,,,,,,,,,,,,,,,
312,wjtowell.com,"Towell Group is at the heart of Oman’s industry, business, and commerce. We also have our setup in UAE and India. We’re committed to a successful and prosperous future for our region and beyond.","06 JUN, 2023 12:06 UTC",14923,Published,الإمارات العربية المتحدة,Food and Beverage Services,,,,,,,,,,,,,,,,,
313,jeloin.se,Jeloin Data AB is a company that operates in the Computer Software industry.,"06 JUN, 2023 12:00 UTC",14247,Published,,Computer Networking,,,,,,,,,,,,,,,,,
314,iprac.com,"RPI is source to the metro-Atlanta and Southeastern territories as a trusted provider of design software and solutions, industry-leading imaging technology, and world-renowned implementation and training services.","06 JUN, 2023 11:52 UTC",14197,Published,United States,Security and Investigations,,,,,,,,,,,,,,,,,
315,stimgroup.it,"STIM builds high-tech plants for the industrialization of innovative products and processes, with particular reference to the food sector. STIM creates process plants and production lines that are unique on the market. STIM is also active in the fiel...","06 JUN, 2023 11:50 UTC",15166,Published,,,,,,,,,,,,,,,,,,,
316,icae.net,This organization primarily operates in the Computer Related Consulting Services business industry within the Business Services sector.,"06 JUN, 2023 11:46 UTC",13954,Published,,,,,,,,,,,,,,,,,,,
317,villemandeure.fr,General government administration.,"06 JUN, 2023 11:37 UTC",14574,Published,,,,,,,,,,,,,,,,,,,
318,borwafs.co.za,"Independent financial services company with a national footprint. Provider of quality selected financial products, services and consulting services. Work with individuals and groups to achieve excellent results for our fund administration clients. Co...","06 JUN, 2023 11:24 UTC",14308,Published,South Africa,Financial Services,,,,,,,,,,,,,,,,,
319,jacquart.fr,"Factories develop and manufacture: solid wooden bed bases with slats and flexible slats, box springs, box springs, bed bases with electric adjustable heads and feet.","06 JUN, 2023 11:19 UTC",14173,Published,,,,,,,,,,,,,,,,,,,
320,tmd.go.th,The Thai Meteorological Department (TMD) is the Thai governmental agency responsible for weather forecasting and monitoring. It is an agency of the Ministry of Digital Economy and Society.,"06 JUN, 2023 11:07 UTC",14144,Published,,IT Services and IT Consulting,,,,,,,,,,,,,,,,,
321,etships.com,"Specializing in expedite, rush-critical, and time-sensitive freight, our fleet of tractors, straight trucks, and sprinters are always on standby. Specializing in expedite, rush-critical, and time-sensitive freight, our fleet of tractors, straight...","05 JUN, 2023 12:45 UTC",13419,Published,United States,Truck Transportation,,,,,,,,,,,,,,,,,
322,newarka.edu,"Newark Academy is a private day school for grades 6 through 12, offering both the IB program and AP courses","03 JUN, 2023 16:36 UTC",12521,Published,,,,,,,,,,,,,,,,,,,
323,fredfeet.com,"Fredericksburg Foot & Ankle Center are board-certified podiatrists in Fredericksburg, VA. Our doctors diagnose & treat all sports injuries & trauma injuries","03 JUN, 2023 16:23 UTC",12178,Published,United States,Medical Practices,,,,,,,,,,,,,,,,,
324,uhsp.edu,UHSP is the nation's third leading private college of pharmacy for NIH grants. 96%. RECEIVE FINANCIAL AID,"03 JUN, 2023 16:11 UTC",13303,Published,,,,,,,,,,,,,,,,,,,
325,nosm.ca,"Northern Ontario School of Medicine University is a public medical university in the Canadian province of Ontario. It is mandated both to educate doctors and to contribute to care in Northern Ontario's urban, rural and remote communities, and has cam...","03 JUN, 2023 15:58 UTC",12060,Published,,,,,,,,,,,,,,,,,,,
326,harwoodlloyd.com,"Harwood Lloyd, LLC is a full-service law firm that proudly serves international, national, regional, and individual clients, offering the personal attention and service of a boutique with the experience and quality of a large national firm.","02 JUN, 2023 17:46 UTC",15082,Published,United States,Law Practice,,,,,,,,,,,,,,,,,
327,packageconcepts.com,"Package Concepts and Materials, Inc. opened for business in 1980 with the goal of bringing a new standard of innovation and excellence to the food packaging industry.","02 JUN, 2023 16:41 UTC",14516,Published,United States,Packaging and Containers Manufacturing,,,,,,,,,,,,,,,,,
328,fsd.se,"Sweden’s first private fire consulting company was founded by Dr. Yngve Anderberg in Lund in 1977. In the early years, FSD’s main focus was on research and structural fire protection. The first four employees were hired in 1985. Over time, the bus...","01 JUN, 2023 19:19 UTC",14634,Published,,,,,,,,,,,,,,,,,,,
329,voyageursdumonde.fr,"Headquarters: 55 Rue Sainte Anne, Paris, Ile-de-France, 75002, France Phone Number: +33 142861600 Website: www.voyageursdumonde.fr Revenue: $160M Stock Symbol: ALVDM Voyageurs du Monde SA operates as a travel agency in France and international...","28 MAY, 2023 08:05 UTC",18202,Published,France,Organisations de voyages,,,,,,,,,,,,,,,,,
330,arnoldoilco.com,Arnold Oil Company has been serving customers in South Texas since 1939. What began as an oil warehouse in the early years eventually turned into the largest distributor of automotive parts and lubricants in South Texas. Arnold Oil Company successfu...,"26 MAY, 2023 13:33 UTC",17493,Published,,,,,,,,,,,,,,,,,,,
331,ultimateimageprinting.com,"Founded in 1980, Ultimate Image Printing is a full service commercial printing company located in Orange County, California.","26 MAY, 2023 05:18 UTC",17478,Published,United States,Printing Services,,,,,,,,,,,,,,,,,
332,fams.net,"FAMS Recovery Solutions, headquartered in Woodstock, Georgia, and established in 1993, is a debt collection agency. Their services include first-party collections, third-party collections, and skip-tracing & USA","26 MAY, 2023 01:36 UTC",18370,Published,United States,Financial Services,,,,,,,,,,,,,,,,,
333,kyocera-avx.com,"AVX is an international manufacturer and supplier of a vast portfolio of advanced electronic components, USA","26 MAY, 2023 01:33 UTC",18284,Published,United States,"Appliances, Electrical, and Electronics Manufacturing",,,,,,,,,,,,,,,,,
334,globalinfovision.com,"Welcome to Global InfoVision. We are a leading provider of various Information Technology solutions and data services. Since 1996, we are actively involved in Software Development Services and IT/BPO solutions including Litigation Support. We offe...","24 MAY, 2023 22:42 UTC",10870,Published,India,Information Technology & Services,,,,,,,,,,,,,,,,,
335,joysonsafety.com,"20 terabytes of joysonsafety.com data for sale in one hands at $1 million. To purchase, write tox https://tox.chat/download.html 3085B89A0C515D2FB124D645906F5D3DA5CB97CEBEA975959AE4F95302A04E1D709C3C4AE9B7 Full tree of files for sale http://lockb...","23 MAY, 2023 19:08 UTC",17762,Published,United States,Motor Vehicle Manufacturing,,,,,,,,,,,,,,,,,
336,spectre.dk,"https://www.spectre.lv/ https://www.spectre.dk/ https://arcteryx.com/fr/fr/explore/supply-chain-partners/spectre-garment-technologies-vietnam The company’s owners, Danish brothers Jesper and Jacob Klausen are inventive problem solvers, using las...","23 MAY, 2023 11:29 UTC",17369,Published,United Kingdom,"Technology, Information and Internet",,,,,,,,,,,,,,,,,
337,rmc-canada.com,RMC Resources Management Consultants (Alberta) Ltd,"22 MAY, 2023 14:37 UTC",18035,Published,,,,,,,,,,,,,,,,,,,
338,diasporacs.org,"Diaspora Community Services is a social support service agency that empowers families and individuals to maximize their abilities to succeed through culturally sensitive health promotion, family support services and advocacy.","21 MAY, 2023 20:44 UTC",16204,Published,United States,Non-profit Organizations,,,,,,,,,,,,,,,,,
339,abe-brands.de,"PROZESSE EINFACH MACHEN! C Artikel Management Unternehmer wissen: Oft sind es die kleinen Dinge, die am Längsten aufhalten. Kluge Einkäufer vertrauen daher bei Beschaffung und Management sogenannter C-Teile auf die Full Service-Kompetenz der AB...","21 MAY, 2023 12:14 UTC",16260,Published,,,,,,,,,,,,,,,,,,,
340,ebdlab.com,"We welcome all your cases – from single units and simple cases, to full-mouth restorations which may be esthetically or functionally complex. We believe in supporting dentists and dental technicians who strive to be at the top of their profession. It...","21 MAY, 2023 04:48 UTC",16308,Published,United States,Medical Equipment Manufacturing,,,,,,,,,,,,,,,,,
341,csagh.org,"Founded in 2017, The Christian School Association of Greater Harrisburg is a district of Christian schools that teach children ages K-12. Their main office is based in Harrisburg, Pennsylvania.","19 MAY, 2023 13:13 UTC",15047,Published,,,,,,,,,,,,,,,,,,,
342,antea.es,"From 1900 25 years leading the digital transformation of companies from Spain, based on optimization and cybersecurity . Offices in Spain (1997), Mexico (2009) and projection of new openings in Latam .","18 MAY, 2023 21:52 UTC",18946,Published,Nederland,Environmental Services,,,,,,,,,,,,,,,,,
343,metalnet.nl,"Metalnet is a high-level supplier of machining operations. With our divisions for high-precision precision components and cost-effective fine mechanical parts, we are able to produce customer-oriented solutions for the most diverse industrial sectors...","18 MAY, 2023 16:05 UTC",17353,Published,,,,,,,,,,,,,,,,,,,
344,shoreregional.org,,"18 MAY, 2023 16:03 UTC",17001,Published,,Education Administration Programs,,,,,,,,,,,,,,,,,
345,enovationcontrols.com,"first part of data Enovation Controls operates today as a stand-alone subsidiary of Helios Technologies [NASDAQ: HLIO] (formerly Sun Hydraulics Corp.). With an internationally diverse team of over 300 employees, we serve customers around the world...",Not found,16954,Published,,,,,,,,,,,,,,,,,,,
346,plastictecnic.com,"In the year 1976, Plastictecnic was founded by a group of businessmen as a private company that specializes in plastic injection business. Over the past 43 years, Plastictecnic has grown steadily with the Malaysian economy and has strongly positioned...","17 MAY, 2023 10:36 UTC",17643,Published,Malaysia,Pembuatan Plastik,,,,,,,,,,,,,,,,,
347,tec-mex.com.mx,Your negotiator drags out the negotiations. We advise you to change it.,"11 MAY, 2023 12:35 UTC",19978,Published,,,,,,,,,,,,,,,,,,,
348,fabeckarchitectes.lu,"FABECKARCHITECTS is competitive in the fields of architecture, urban planning, rehabilitation and renovation, interior architecture and design.","25 APR, 2023 14:31 UTC",23159,Published,,,,,,,,,,,,,,,,,,,
349,ddmontaza.hr,"Constructing and erecting power, petrochemical and industrial plants, bridges and steel structures.","25 APR, 2023 14:47 UTC",23180,Published,Hrvatska,Industrial Machinery Manufacturing,,,,,,,,,,,,,,,,,
350,midipapierspeints.fr,"Our family adventure began in 1951 in Toulouse, around a passion, that of painting , wallpaper and wall and floor coverings , and an ambition: to provide quality products to professionals as well as to individuals. . Today, the friendly and family s...","24 APR, 2023 09:22 UTC",21357,Published,France,Commerce de gros,,,,,,,,,,,,,,,,,
351,sunray.com.sg,"SUNRAY WOODCRAFT CONSTRUCTION - Singapore's Leading Construction Company Some of our iconic projects include Resorts World Sentosa and Marina Bay Sands, whose prominent structures stand out in Singapore’s city skyline, reflecting the high standard o...","16 MAY, 2023 13:26 UTC",12989,Published,Singapore,Construction,,,,,,,,,,,,,,,,,
352,chinadailyhk.com,"About China Daily Founded in 1981, China Daily covers over 35 million readers and users worldwide through diversified platforms, including newspapers, websites, and mobiles and social media. The number of China Daily's followers has now reached over...","16 MAY, 2023 00:33 UTC",16427,Published,中国,Newspaper Publishing,,,,,,,,,,,,,,,,,
